SYS_Time,EXCH,INSTRUMENT,EXPIRY,OPTION,STRIKE,tradedDate,time,underlyingValue,lastPrice,buyPrice1,sellPrice1,buyQuantity1,sellQuantity1,totalBuyQuantity,totalSellQuantity,openInterest,marketLot,tradedVolume,tradedValue,change,pChange,strikePrice,expiryDate,optionType,closePrice,openPrice,lowPrice,highPrice
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,22500,29SEP2017,15:30:29,24053.00,49.05,47.95,50.50,40,40,7440,1880,160480,40,,,change,-16.79,22500.00,26OCT2017,PE,51.20,48.00,35.20,56.95 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,22600,29SEP2017,15:30:29,24053.00,55.00,52.50,60.00,40,40,13280,200,2640,40,,,change,12.24,22600.00,26OCT2017,PE,55.35,49.00,46.95,61.60 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,22700,29SEP2017,15:30:29,24053.00,70.00,57.25,76.00,40,40,2360,120,3440,40,,,change,-20.45,22700.00,26OCT2017,PE,67.75,52.00,49.00,70.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,22800,29SEP2017,15:30:29,24053.00,76.00,55.05,85.00,40,40,12880,160,3640,40,,,change,14.46,22800.00,26OCT2017,PE,76.00,60.00,52.00,76.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,22900,29SEP2017,15:30:29,24053.00,81.50,75.05,99.40,80,40,13600,120,8080,40,,,change,-25.91,22900.00,26OCT2017,PE,85.15,65.00,61.05,94.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23000,29SEP2017,15:30:29,24053.00,1142.00,1127.75,1160.85,40,40,3120,2160,68520,40,,,change,2.92,23000.00,26OCT2017,CE,1148.50,1234.00,1101.75,1310.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23000,29SEP2017,15:30:29,24053.00,97.35,96.35,97.70,40,120,25400,5520,438200,40,,,change,-11.10,23000.00,26OCT2017,PE,97.75,92.70,70.25,108.10 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23100,29SEP2017,15:30:29,24053.00,1109.00,939.40,1217.00,40,40,3280,280,400,40,,,change,47.87,23100.00,26OCT2017,CE,1109.00,1100.00,1100.00,1109.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23100,29SEP2017,15:30:29,24053.00,117.75,91.00,117.15,80,80,9240,480,9560,40,,,change,-13.51,23100.00,26OCT2017,PE,115.30,97.85,78.25,117.75 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23200,29SEP2017,15:30:29,24053.00,954.00,886.60,1119.35,40,40,1280,240,1240,40,,,change,-,23200.00,26OCT2017,CE,954.00,-,-,- 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23200,29SEP2017,15:30:29,24053.00,137.00,119.75,130.10,40,200,11200,520,15960,40,,,change,-4.26,23200.00,26OCT2017,PE,122.80,112.40,89.00,137.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23300,29SEP2017,15:30:29,24053.00,156.80,23.05,165.70,80,80,11320,360,7040,40,,,change,-3.36,23300.00,26OCT2017,PE,142.45,116.30,99.60,156.80 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23400,29SEP2017,15:30:29,24053.00,841.00,775.40,875.05,80,80,6280,280,80,40,,,change,20.15,23400.00,26OCT2017,CE,841.00,895.00,841.00,895.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23400,29SEP2017,15:30:29,24053.00,155.80,154.05,159.90,40,40,9360,360,9320,40,,,change,-11.48,23400.00,26OCT2017,PE,156.40,151.00,116.05,165.35 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23500,29SEP2017,15:30:29,24053.00,742.00,722.50,744.30,80,200,8000,2840,104840,40,,,change,4.52,23500.00,26OCT2017,CE,733.35,796.70,705.55,875.65 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23500,29SEP2017,15:30:29,24053.00,180.05,180.00,181.25,8280,40,30240,7000,501160,40,,,change,-11.78,23500.00,26OCT2017,PE,181.35,167.25,133.55,197.15 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23600,29SEP2017,15:30:29,24053.00,665.75,655.05,674.35,40,40,7240,240,1560,40,,,change,1.03,23600.00,26OCT2017,CE,645.00,764.65,643.75,766.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23600,29SEP2017,15:30:29,24053.00,200.00,197.50,202.80,40,40,10560,360,7480,40,,,change,-11.11,23600.00,26OCT2017,PE,201.85,177.30,151.15,215.35 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23700,29SEP2017,15:30:29,24053.00,590.00,474.55,634.25,40,80,19240,280,3000,40,,,change,3.48,23700.00,26OCT2017,CE,582.90,689.20,573.90,790.70 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23700,29SEP2017,15:30:29,24053.00,226.00,214.30,232.40,40,40,12800,1360,9920,40,,,change,-12.79,23700.00,26OCT2017,PE,225.85,196.15,169.55,238.05 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23800,29SEP2017,15:30:29,24053.00,518.00,421.25,615.00,40,80,7720,760,10000,40,,,change,0.81,23800.00,26OCT2017,CE,519.35,540.00,503.90,649.85 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23800,29SEP2017,15:30:29,24053.00,255.90,252.80,259.45,80,40,13560,640,23200,40,,,change,-13.31,23800.00,26OCT2017,PE,255.30,225.10,190.00,272.85 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,23900,29SEP2017,15:30:29,24053.00,458.45,446.00,547.90,200,200,24200,760,4280,40,,,change,3.07,23900.00,26OCT2017,CE,453.60,525.05,430.85,561.05 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,23900,29SEP2017,15:30:29,24053.00,285.80,281.65,292.20,80,40,12400,520,12040,40,,,change,-8.92,23900.00,26OCT2017,PE,288.50,244.25,219.65,312.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24000,29SEP2017,15:30:29,24053.00,386.75,387.35,394.80,120,1040,25760,8680,425360,40,,,change,-0.58,24000.00,26OCT2017,CE,393.50,441.05,375.00,503.60 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24000,29SEP2017,15:30:29,24053.00,320.00,319.65,325.95,80,40,25720,3160,572640,40,,,change,-12.36,24000.00,26OCT2017,PE,327.75,317.70,248.55,353.55 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24100,29SEP2017,15:30:29,24053.00,328.80,325.30,339.65,40,40,5560,1320,8520,40,,,change,-0.87,24100.00,26OCT2017,CE,339.25,359.55,317.40,435.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24100,29SEP2017,15:30:29,24053.00,364.70,351.20,382.20,80,80,5640,840,13680,40,,,change,-25.57,24100.00,26OCT2017,PE,365.25,332.35,282.80,390.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24200,29SEP2017,15:30:29,24053.00,277.30,275.55,283.45,120,40,14840,16840,27880,40,,,change,-1.88,24200.00,26OCT2017,CE,284.95,324.60,267.85,375.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24200,29SEP2017,15:30:29,24053.00,408.45,392.00,416.50,80,40,14600,520,24440,40,,,change,-10.63,24200.00,26OCT2017,PE,410.85,345.35,314.55,440.45 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24300,29SEP2017,15:30:29,24053.00,231.10,221.20,234.95,80,40,12280,2200,14240,40,,,change,-0.17,24300.00,26OCT2017,CE,233.90,257.20,220.85,318.45 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24300,29SEP2017,15:30:29,24053.00,457.00,406.80,461.95,80,40,8480,400,16080,40,,,change,-10.77,24300.00,26OCT2017,PE,454.10,400.00,360.90,482.95 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24400,29SEP2017,15:30:29,24053.00,190.00,174.95,195.90,40,40,8240,1960,17480,40,,,change,-1.73,24400.00,26OCT2017,CE,194.75,247.95,182.85,265.45 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24400,29SEP2017,15:30:29,24053.00,507.50,488.00,534.30,80,80,10320,400,1840,40,,,change,-20.70,24400.00,26OCT2017,PE,516.90,448.90,408.00,537.20 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24500,29SEP2017,15:30:29,24053.00,155.70,154.40,158.55,40,40,15080,15360,661640,40,,,change,0.87,24500.00,26OCT2017,CE,159.10,183.95,148.85,220.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24500,29SEP2017,15:30:29,24053.00,570.00,557.70,570.00,40,80,412640,60080,1075520,40,,,change,-5.53,24500.00,26OCT2017,PE,572.30,513.00,441.00,607.05 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24600,29SEP2017,15:30:29,24053.00,124.55,124.80,139.25,40,160,12080,1480,10200,40,,,change,-3.37,24600.00,26OCT2017,CE,127.00,145.95,120.00,177.55 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24600,29SEP2017,15:30:29,24053.00,653.35,525.60,727.30,40,40,1280,400,3240,40,,,change,-9.26,24600.00,26OCT2017,PE,647.80,531.85,520.00,659.05 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24700,29SEP2017,15:30:29,24053.00,99.25,94.20,102.30,240,40,10760,1520,14440,40,,,change,-0.55,24700.00,26OCT2017,CE,100.85,127.00,94.50,143.65 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24700,29SEP2017,15:30:29,24053.00,715.40,704.60,867.60,40,80,1240,480,6200,40,,,change,-4.11,24700.00,26OCT2017,PE,703.15,659.70,587.45,715.40 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24800,29SEP2017,15:30:29,24053.00,78.45,77.35,80.65,80,40,9800,1360,15840,40,,,change,-0.51,24800.00,26OCT2017,CE,79.45,93.50,74.40,116.05 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24800,29SEP2017,15:30:29,24053.00,702.00,746.55,826.15,40,80,1360,440,2320,40,,,change,-22.00,24800.00,26OCT2017,PE,702.00,767.45,702.00,767.45 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,24900,29SEP2017,15:30:29,24053.00,69.25,61.00,77.30,160,160,9360,1280,5360,40,,,change,10.53,24900.00,26OCT2017,CE,63.45,75.40,60.00,91.40 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,24900,29SEP2017,15:30:29,24053.00,785.00,842.25,922.90,40,120,1320,440,5160,40,,,change,-10.54,24900.00,26OCT2017,PE,785.00,755.00,755.00,785.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,25000,29SEP2017,15:30:29,24053.00,49.00,49.20,50.45,40,40,30760,40920,583520,40,,,change,-1.31,25000.00,26OCT2017,CE,49.55,58.00,45.70,73.60 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,25000,29SEP2017,15:30:29,24053.00,957.60,937.20,974.85,40,40,3240,2080,291000,40,,,change,-1.02,25000.00,26OCT2017,PE,936.20,877.50,780.00,996.50 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,25100,29SEP2017,15:30:29,24053.00,38.00,37.20,39.65,40,40,12360,2920,8320,40,,,change,-2.56,25100.00,26OCT2017,CE,38.50,54.35,35.95,56.15 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,25100,29SEP2017,15:30:29,24053.00,1320.00,919.95,1111.90,40,40,1280,320,1000,40,,,change,-,25100.00,26OCT2017,PE,1320.00,-,-,- 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,25200,29SEP2017,15:30:29,24053.00,29.50,29.50,30.50,40,40,14760,4800,21720,40,,,change,16.60,25200.00,26OCT2017,CE,30.30,44.55,28.00,44.55 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,25200,29SEP2017,15:30:29,24053.00,1150.00,1097.50,1328.95,40,40,1280,360,3120,40,,,change,-,25200.00,26OCT2017,PE,1150.00,-,-,- 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,25300,29SEP2017,15:30:29,24053.00,21.80,21.70,22.90,80,40,23600,720,14440,40,,,change,-1.36,25300.00,26OCT2017,CE,22.65,30.00,20.70,34.45 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,25400,29SEP2017,15:30:29,24053.00,18.05,17.90,23.50,40,80,23240,3520,6000,40,,,change,8.08,25400.00,26OCT2017,CE,17.60,20.00,15.65,25.65 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,CE,25500,29SEP2017,15:30:29,24053.00,12.00,12.00,12.25,40,80,129760,23080,625440,40,,,change,4.35,25500.00,26OCT2017,CE,11.40,18.95,10.00,19.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,26OCT2017,PE,25500,29SEP2017,15:30:29,24053.00,1402.90,1393.20,1419.60,200,40,5200,2560,615160,40,,,change,-0.83,25500.00,26OCT2017,PE,1398.10,1319.05,1228.95,1448.90 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,PE,22500,29SEP2017,15:30:29,24053.00,120.00,115.10,140.00,80,80,3000,280,80,40,,,change,5.59,22500.00,30NOV2017,PE,120.00,120.00,120.00,120.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,PE,22600,29SEP2017,15:30:29,24053.00,110.00,115.00,160.00,40,40,1240,120,7760,40,,,change,-22.89,22600.00,30NOV2017,PE,110.00,110.00,110.00,110.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,PE,23000,29SEP2017,15:30:29,24053.00,197.70,188.15,220.00,40,80,1400,200,32680,40,,,change,-15.42,23000.00,30NOV2017,PE,195.30,225.00,170.00,225.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,PE,23500,29SEP2017,15:30:29,24053.00,315.00,281.40,324.90,40,80,2200,160,4080,40,,,change,-3.29,23500.00,30NOV2017,PE,302.00,286.00,270.00,315.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,CE,24000,29SEP2017,15:30:29,24053.00,600.00,575.00,-,40,-,1200,-,5600,40,,,change,2.02,24000.00,30NOV2017,CE,600.00,680.00,600.00,680.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,PE,24000,29SEP2017,15:30:29,24053.00,474.00,458.05,492.95,40,40,6120,720,5040,40,,,change,3.04,24000.00,30NOV2017,PE,466.50,425.00,415.00,480.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,CE,24500,29SEP2017,15:30:29,24053.00,363.00,356.80,359.90,40,80,1640,200,10200,40,,,change,5.22,24500.00,30NOV2017,CE,361.95,400.50,348.35,425.05 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,PE,24500,29SEP2017,15:30:29,24053.00,670.00,658.35,900.30,40,40,2360,480,400,40,,,change,7.94,24500.00,30NOV2017,PE,670.00,650.00,596.00,670.00 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,CE,25000,29SEP2017,15:30:29,24053.00,188.00,188.00,194.70,40,80,1640,640,24840,40,,,change,14.67,25000.00,30NOV2017,CE,188.05,170.00,170.00,230.30 
Mon Oct  2 09:29:57 IST 2017,BANKNIFTY,OPTIDX,30NOV2017,CE,25500,29SEP2017,15:30:29,24053.00,94.50,85.10,95.00,40,40,1560,160,720,40,,,change,26.00,25500.00,30NOV2017,CE,92.25,101.00,90.00,103.00 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,8200,29SEP2017,15:30:29,9788.60,1579.00,1573.75,1579.00,75,75,6525,7425,2758875,75,,,change,0.66,8200.00,26OCT2017,CE,1585.20,1594.90,1571.00,1662.85 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,8200,29SEP2017,15:30:29,9788.60,1.35,1.35,1.40,150,7575,142425,36375,493725,75,,,change,8.00,8200.00,26OCT2017,PE,1.35,0.20,0.20,1.50 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,8300,29SEP2017,15:30:29,9788.60,1536.00,1460.00,1505.00,75,75,2850,3150,311925,75,,,change,4.32,8300.00,26OCT2017,CE,1536.00,1525.00,1509.80,1536.00 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,8300,29SEP2017,15:30:29,9788.60,1.70,1.50,1.70,1500,150,59475,13275,15975,75,,,change,3.03,8300.00,26OCT2017,PE,1.65,1.70,1.10,1.70 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,8400,29SEP2017,15:30:29,9788.60,1410.85,1375.15,1388.80,75,75,3300,3300,661875,75,,,change,1.81,8400.00,26OCT2017,CE,1410.85,1425.00,1400.60,1449.35 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,8400,29SEP2017,15:30:29,9788.60,2.00,1.95,2.00,600,6450,76275,20175,160200,75,,,change,-2.44,8400.00,26OCT2017,PE,2.00,1.95,1.50,2.10 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,8500,29SEP2017,15:30:29,9788.60,1278.20,1278.15,1283.00,75,300,6600,8475,1382325,75,,,change,0.51,8500.00,26OCT2017,CE,1281.85,1310.20,1278.20,1367.00 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,8500,29SEP2017,15:30:29,9788.60,2.00,2.00,2.10,150,3750,130800,76875,524925,75,,,change,8.11,8500.00,26OCT2017,PE,2.00,1.80,1.50,2.15 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,8600,29SEP2017,15:30:29,9788.60,1216.80,1179.60,1186.90,75,75,6225,7950,448800,75,,,change,2.84,8600.00,26OCT2017,CE,1216.80,1225.25,1216.80,1253.55 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,8600,29SEP2017,15:30:29,9788.60,2.70,2.50,2.70,1500,750,59925,9750,95475,75,,,change,-3.57,8600.00,26OCT2017,PE,2.70,2.60,2.05,3.50 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,8700,29SEP2017,15:30:29,9788.60,1089.05,1080.45,1090.25,75,150,6075,8025,259350,75,,,change,1.99,8700.00,26OCT2017,CE,1088.35,1112.00,1087.35,1165.25 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,8700,29SEP2017,15:30:29,9788.60,3.65,3.60,3.70,75,75,45450,5700,126525,75,,,change,19.67,8700.00,26OCT2017,PE,3.35,2.80,2.50,3.75 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,8800,29SEP2017,15:30:29,9788.60,1012.80,982.75,992.15,75,150,6300,8025,188475,75,,,change,3.87,8800.00,26OCT2017,CE,1012.80,1023.00,1006.85,1066.40 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,8800,29SEP2017,15:30:29,9788.60,4.75,4.60,4.95,75,3600,13875,29325,385125,75,,,change,-5.94,8800.00,26OCT2017,PE,4.50,3.80,3.30,5.10 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,8900,29SEP2017,15:30:29,9788.60,890.05,882.40,896.50,150,75,6000,7800,54375,75,,,change,-0.12,8900.00,26OCT2017,CE,890.05,921.50,890.05,961.75 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,8900,29SEP2017,15:30:29,9788.60,6.15,5.15,6.90,1050,3000,10425,14100,316200,75,,,change,2.50,8900.00,26OCT2017,PE,5.50,5.60,4.00,6.15 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,9000,29SEP2017,15:30:29,9788.60,794.50,788.35,795.75,75,150,12150,17925,912675,75,,,change,1.77,9000.00,26OCT2017,CE,794.80,808.80,785.70,874.00 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,9000,29SEP2017,15:30:29,9788.60,7.50,7.50,7.95,5175,1125,89400,43200,1469250,75,,,change,-13.79,9000.00,26OCT2017,PE,7.10,9.85,5.20,9.85 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,9100,29SEP2017,15:30:29,9788.60,694.00,694.00,696.70,150,75,16350,17775,107400,75,,,change,1.26,9100.00,26OCT2017,CE,695.95,720.00,694.00,772.90 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,9100,29SEP2017,15:30:29,9788.60,9.30,9.00,9.50,75,1350,42225,58125,426525,75,,,change,-22.50,9100.00,26OCT2017,PE,9.00,9.85,6.70,10.25 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,9200,29SEP2017,15:30:29,9788.60,598.10,594.70,600.80,150,75,17925,20550,293625,75,,,change,0.83,9200.00,26OCT2017,CE,599.45,611.80,593.25,678.30 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,9200,29SEP2017,15:30:29,9788.60,13.05,13.05,13.50,1200,4800,97125,56550,1008000,75,,,change,-19.44,9200.00,26OCT2017,PE,12.95,12.55,9.25,14.00 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,CE,9300,29SEP2017,15:30:29,9788.60,505.55,501.00,506.75,75,75,20775,23325,153750,75,,,change,1.39,9300.00,26OCT2017,CE,507.80,529.40,500.00,582.75 
Mon Oct  2 09:29:57 IST 2017,NIFTY,OPTIDX,26OCT2017,PE,9300,29SEP2017,15:30:29,9788.60,19.00,18.75,19.45,225,750,163275,50850,1132800,75,,,change,-17.03,9300.00,26OCT2017,PE,18.65,19.15,13.25,20.05 
